fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Dusko Todorovic,Robert Valentin,PMU (FR),Under,1.5,1.75,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,BetOnline.ag,Over,1.5,3.15,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,BetOnline.ag,Under,1.5,1.38,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,1xBet,Over,0.5,1.5,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,1xBet,Under,0.5,2.48,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,Coolbet,Over,1.5,3.1,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,Coolbet,Under,1.5,1.39,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,BetAnything,Over,1.5,3.0,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,BetAnything,Under,1.5,1.38,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,Pinnacle,Over,1.5,3.21,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,Pinnacle,Under,1.5,1.36,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,PMU (FR),Over,1.5,3.4,2026-07-31,2026-08-01
Vlasto Cepo,Gilbert Urbina,PMU (FR),Under,1.5,1.29,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,BetOnline.ag,Over,2.5,1.5,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,BetOnline.ag,Under,2.5,2.74,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,1xBet,Over,2.5,1.6,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,1xBet,Under,2.5,2.25,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,Coolbet,Over,2.5,1.49,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,Coolbet,Under,2.5,2.7,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,BetAnything,Over,2.5,1.54,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,BetAnything,Under,2.5,2.55,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,Pinnacle,Over,2.5,1.48,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,Pinnacle,Under,2.5,2.7,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,PMU (FR),Over,2.5,1.44,2026-07-31,2026-08-01
Jan Blachowicz,Navajo Stirling,PMU (FR),Under,2.5,2.63,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,BetOnline.ag,Over,1.5,1.62,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,BetOnline.ag,Under,1.5,2.4,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,1xBet,Over,2.5,2.15,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,1xBet,Under,2.5,1.69,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,Coolbet,Over,1.5,1.68,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,Coolbet,Under,1.5,2.21,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,BetAnything,Over,1.5,1.61,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,BetAnything,Under,1.5,2.35,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,Pinnacle,Over,1.5,1.66,2026-07-31,2026-08-01
Mateusz Rebecki,Kyle Prepolec,Pinnacle,Under,1.5,2.25,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,BetOnline.ag,Over,2.5,1.62,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,BetOnline.ag,Under,2.5,2.4,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,1xBet,Over,2.5,1.55,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,1xBet,Under,2.5,2.36,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,Coolbet,Over,2.5,1.6,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,Coolbet,Under,2.5,2.4,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,BetAnything,Over,2.5,1.59,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,BetAnything,Under,2.5,2.4,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,Pinnacle,Over,2.5,1.61,2026-07-31,2026-08-01
L'udovit Klein,Tofiq Musayev,Pinnacle,Under,2.5,2.34,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,BetOnline.ag,Over,1.5,1.62,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,BetOnline.ag,Under,1.5,2.4,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,1xBet,Over,1.5,1.55,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,1xBet,Under,1.5,2.36,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,Coolbet,Over,1.5,1.62,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,Coolbet,Under,1.5,2.35,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,BetAnything,Over,1.5,1.59,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,BetAnything,Under,1.5,2.4,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,Pinnacle,Over,1.5,1.54,2026-07-31,2026-08-01
Oban Elliott,Michael Oliveira,Pinnacle,Under,1.5,2.51,2026-07-31,2026-08-01
Amanda Lemos,Alexia Thainara,BetOnline.ag,Over,2.5,1.53,2026-07-31,2026-08-09
Amanda Lemos,Alexia Thainara,BetOnline.ag,Under,2.5,2.65,2026-07-31,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Over,2.5,2.15,2026-07-31,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Under,2.5,1.74,2026-07-31,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Over,1.5,1.63,2026-07-31,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Under,1.5,2.38,2026-07-31,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Over,2.5,2.61,2026-07-31,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Under,2.5,1.54,2026-07-31,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Over,1.5,1.5,2026-07-31,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Under,1.5,2.74,2026-07-31,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Over,2.5,1.62,2026-07-31,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Under,2.5,2.4,2026-07-31,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Over,3.5,1.62,2026-07-31,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Under,3.5,2.4,2026-07-31,2026-08-09
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-07-31,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-07-31,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,4.5,1.67,2026-07-31,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,4.5,2.2,2026-07-31,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-07-31,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-07-31,2026-08-29
Chamy Delva,Levan Khabalaev,BetOnline.ag,Over,1.5,2.61,2026-07-31,2026-07-31
Chamy Delva,Levan Khabalaev,BetOnline.ag,Under,1.5,1.54,2026-07-31,2026-07-31
Darryl Walker,Moustapha Diakhate,BetOnline.ag,Over,2.5,2.57,2026-07-31,2026-07-31
Darryl Walker,Moustapha Diakhate,BetOnline.ag,Under,2.5,1.56,2026-07-31,2026-07-31
Louie Sutherland,Jose Montanha,Pinnacle,Over,1.5,1.73,2026-08-03,2026-08-08
Louie Sutherland,Jose Montanha,Pinnacle,Under,1.5,2.13,2026-08-03,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Over,1.5,1.76,2026-08-03,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Under,1.5,2.12,2026-08-03,2026-08-08
Amanda Lemos,Alexia Thainara,BetOnline.ag,Over,2.5,1.53,2026-08-03,2026-08-09
Amanda Lemos,Alexia Thainara,BetOnline.ag,Under,2.5,2.65,2026-08-03,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Over,2.5,1.55,2026-08-03,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Under,2.5,2.36,2026-08-03,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Over,2.5,1.48,2026-08-03,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Under,2.5,2.69,2026-08-03,2026-08-09
Ty Miller,Billy Goff,BetOnline.ag,Over,1.5,1.59,2026-08-03,2026-08-09
Ty Miller,Billy Goff,BetOnline.ag,Under,1.5,2.49,2026-08-03,2026-08-09
Ty Miller,Billy Goff,1xBet,Over,2.5,1.9,2026-08-03,2026-08-09
Ty Miller,Billy Goff,1xBet,Under,2.5,1.84,2026-08-03,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Over,1.5,1.5,2026-08-03,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Under,1.5,2.63,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Over,2.5,2.61,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Under,2.5,1.54,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Over,1.5,1.55,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Under,1.5,2.36,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Over,2.5,2.54,2026-08-03,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Under,2.5,1.53,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Over,1.5,1.74,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Under,1.5,2.15,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,1xBet,Over,1.5,1.55,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,1xBet,Under,1.5,2.36,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Over,1.5,1.72,2026-08-03,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Under,1.5,2.14,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Over,2.5,3.03,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Under,2.5,1.41,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Over,1.5,1.6,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Under,1.5,2.25,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Over,2.5,3.07,2026-08-03,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Under,2.5,1.38,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Over,1.5,1.5,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Under,1.5,2.74,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,1xBet,Over,2.5,1.98,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,1xBet,Under,2.5,1.77,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,Pinnacle,Over,1.5,1.49,2026-08-03,2026-08-09
Steven Asplund,Guilherme Pat,Pinnacle,Under,1.5,2.66,2026-08-03,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Over,2.5,2.2,2026-08-03,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Under,2.5,1.71,2026-08-03,2026-08-09
Juliana Miller,Ravena Oliveira,Pinnacle,Over,2.5,2.22,2026-08-03,2026-08-09
Juliana Miller,Ravena Oliveira,Pinnacle,Under,2.5,1.67,2026-08-03,2026-08-09
Manoel Sousa,Richie Miranda,BetOnline.ag,Over,1.5,1.47,2026-08-03,2026-08-09
Manoel Sousa,Richie Miranda,BetOnline.ag,Under,1.5,2.83,2026-08-03,2026-08-09
Manoel Sousa,Richie Miranda,Pinnacle,Over,1.5,1.45,2026-08-03,2026-08-09
Manoel Sousa,Richie Miranda,Pinnacle,Under,1.5,2.79,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Over,3.5,1.71,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Under,3.5,2.2,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Over,2.5,1.55,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Under,2.5,2.36,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Over,3.5,1.69,2026-08-03,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Under,3.5,2.19,2026-08-03,2026-08-09
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-08-03,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-08-03,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,4.5,1.67,2026-08-03,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,4.5,2.2,2026-08-03,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-08-03,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-08-03,2026-08-29
Miles Johns,Jessie Rosas,BetOnline.ag,Over,2.5,1.67,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,BetOnline.ag,Under,2.5,2.3,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,Pinnacle,Over,2.5,1.6,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,Pinnacle,Under,2.5,2.36,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,1xBet,Over,2.5,1.59,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,1xBet,Under,2.5,2.35,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,Coolbet,Over,2.5,1.61,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,Coolbet,Under,2.5,2.36,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,BetAnything,Over,2.5,1.67,2026-08-05,2026-08-08
Miles Johns,Jessie Rosas,BetAnything,Under,2.5,2.2,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,Pinnacle,Over,1.5,1.73,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,Pinnacle,Under,1.5,2.13,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,1xBet,Over,1.5,1.5,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,1xBet,Under,1.5,2.48,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Over,1.5,1.71,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Under,1.5,2.2,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,Coolbet,Over,1.5,1.71,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,Coolbet,Under,1.5,2.2,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,BetAnything,Over,1.5,1.71,2026-08-05,2026-08-08
Louie Sutherland,Jose Montanha,BetAnything,Under,1.5,2.1,2026-08-05,2026-08-08
Amanda Lemos,Alexia Thainara,BetOnline.ag,Over,2.5,1.45,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,BetOnline.ag,Under,2.5,2.86,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Over,2.5,1.55,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Under,2.5,2.36,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Over,2.5,1.48,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Under,2.5,2.69,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,Coolbet,Over,2.5,1.53,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,Coolbet,Under,2.5,2.6,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,PMU (FR),Over,2.5,1.43,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,PMU (FR),Under,2.5,2.65,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,BetAnything,Over,2.5,1.45,2026-08-05,2026-08-09
Amanda Lemos,Alexia Thainara,BetAnything,Under,2.5,2.7,2026-08-05,2026-08-09
Ty Miller,Billy Goff,BetOnline.ag,Over,1.5,1.56,2026-08-05,2026-08-09
Ty Miller,Billy Goff,BetOnline.ag,Under,1.5,2.57,2026-08-05,2026-08-09
Ty Miller,Billy Goff,1xBet,Over,2.5,1.9,2026-08-05,2026-08-09
Ty Miller,Billy Goff,1xBet,Under,2.5,1.84,2026-08-05,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Over,1.5,1.55,2026-08-05,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Under,1.5,2.48,2026-08-05,2026-08-09
Ty Miller,Billy Goff,Coolbet,Over,1.5,1.56,2026-08-05,2026-08-09
Ty Miller,Billy Goff,Coolbet,Under,1.5,2.52,2026-08-05,2026-08-09
Ty Miller,Billy Goff,PMU (FR),Over,2.5,1.97,2026-08-05,2026-08-09
Ty Miller,Billy Goff,PMU (FR),Under,2.5,1.77,2026-08-05,2026-08-09
Ty Miller,Billy Goff,BetAnything,Over,1.5,1.56,2026-08-05,2026-08-09
Ty Miller,Billy Goff,BetAnything,Under,1.5,2.5,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Over,2.5,2.57,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Under,2.5,1.56,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Over,1.5,1.55,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Under,1.5,2.36,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Over,2.5,2.54,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Under,2.5,1.53,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Coolbet,Over,2.5,2.54,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Coolbet,Under,2.5,1.54,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,PMU (FR),Over,1.5,1.66,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,PMU (FR),Under,1.5,2.14,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetAnything,Over,2.5,2.5,2026-08-05,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetAnything,Under,2.5,1.56,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Over,1.5,1.8,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Under,1.5,2.05,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,1xBet,Over,1.5,1.58,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,1xBet,Under,1.5,2.3,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Over,1.5,1.76,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Under,1.5,2.08,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Coolbet,Over,1.5,1.83,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,Coolbet,Under,1.5,2.0,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetAnything,Over,1.5,1.8,2026-08-05,2026-08-09
Diyar Nurgozhay,Bruno Lopes,BetAnything,Under,1.5,1.95,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Over,2.5,2.89,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Under,2.5,1.44,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Over,1.5,1.65,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Under,1.5,2.15,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Over,2.5,2.79,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Under,2.5,1.45,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,Coolbet,Over,2.5,3.0,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,Coolbet,Under,2.5,1.41,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,PMU (FR),Over,1.5,1.91,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,PMU (FR),Under,1.5,1.83,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,BetAnything,Over,2.5,2.75,2026-08-05,2026-08-09
Darren Elkins,Yadier DelValle,BetAnything,Under,2.5,1.44,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Over,1.5,1.43,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,BetOnline.ag,Under,1.5,2.92,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,1xBet,Over,2.5,1.98,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,1xBet,Under,2.5,1.77,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,Pinnacle,Over,1.5,1.49,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,Pinnacle,Under,1.5,2.66,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,Coolbet,Over,1.5,1.42,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,Coolbet,Under,1.5,3.0,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,BetAnything,Over,1.5,1.43,2026-08-05,2026-08-09
Steven Asplund,Guilherme Pat,BetAnything,Under,1.5,2.8,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Over,2.5,2.1,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,BetOnline.ag,Under,2.5,1.77,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,1xBet,Over,2.5,1.95,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,1xBet,Under,2.5,1.8,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,Pinnacle,Over,2.5,2.07,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,Pinnacle,Under,2.5,1.77,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,Coolbet,Over,2.5,2.2,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,Coolbet,Under,2.5,1.71,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,BetAnything,Over,2.5,2.0,2026-08-05,2026-08-09
Juliana Miller,Ravena Oliveira,BetAnything,Under,2.5,1.77,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,BetOnline.ag,Over,1.5,1.44,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,BetOnline.ag,Under,1.5,2.89,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,1xBet,Over,2.5,1.83,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,1xBet,Under,2.5,1.91,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,Coolbet,Over,1.5,1.44,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,Coolbet,Under,1.5,2.87,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,Pinnacle,Over,1.5,1.45,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,Pinnacle,Under,1.5,2.79,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,BetAnything,Over,1.5,1.44,2026-08-05,2026-08-09
Manoel Sousa,Richie Miranda,BetAnything,Under,1.5,2.75,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Over,3.5,1.74,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Under,3.5,2.15,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Over,3.5,1.83,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Under,3.5,1.91,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Over,3.5,1.69,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Under,3.5,2.18,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Coolbet,Over,3.5,1.74,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Coolbet,Under,3.5,2.15,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,PMU (FR),Over,3.5,1.81,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,PMU (FR),Under,3.5,1.93,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetAnything,Over,3.5,1.74,2026-08-05,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetAnything,Under,3.5,2.05,2026-08-05,2026-08-09
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-08-05,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-08-05,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,4.5,1.67,2026-08-05,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,4.5,2.2,2026-08-05,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-08-05,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-08-05,2026-08-29
Denis Goltsov,Hasan Mezhiev,BetOnline.ag,Over,1.5,1.91,2026-08-05,2026-08-07
Denis Goltsov,Hasan Mezhiev,BetOnline.ag,Under,1.5,1.91,2026-08-05,2026-08-07
Lewis McGrillen,Brandon Lewis,BetOnline.ag,Over,1.5,1.74,2026-08-05,2026-08-07
Lewis McGrillen,Brandon Lewis,BetOnline.ag,Under,1.5,2.15,2026-08-05,2026-08-07
Trukon Carson,Trey Waters,BetOnline.ag,Over,1.5,1.91,2026-08-05,2026-08-07
Trukon Carson,Trey Waters,BetOnline.ag,Under,1.5,1.91,2026-08-05,2026-08-07
Eduardo Neves,Maxwell Djantou Nana,BetOnline.ag,Over,1.5,1.83,2026-08-05,2026-08-07
Eduardo Neves,Maxwell Djantou Nana,BetOnline.ag,Under,1.5,2.0,2026-08-05,2026-08-07
Jonathan Martin,Wilson Lopshire,BetOnline.ag,Over,2.5,2.05,2026-08-05,2026-08-07
Jonathan Martin,Wilson Lopshire,BetOnline.ag,Under,2.5,1.8,2026-08-05,2026-08-07
Valentin Moldavsky,Bruno Cappelozza,BetOnline.ag,Over,1.5,2.25,2026-08-05,2026-08-07
Valentin Moldavsky,Bruno Cappelozza,BetOnline.ag,Under,1.5,1.69,2026-08-05,2026-08-07
