fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Michael Boylan,Landry Ward,BetOnline.ag,Over,1.5,1.69,2026-08-05,2026-08-08
Michael Boylan,Landry Ward,BetOnline.ag,Under,1.5,2.25,2026-08-05,2026-08-08
Cheyanne Bowers,Elora Dana,BetOnline.ag,Over,2.5,1.59,2026-08-05,2026-08-08
Cheyanne Bowers,Elora Dana,BetOnline.ag,Under,2.5,2.49,2026-08-05,2026-08-08
Cheyden Leialoha,Robbie Ring,BetOnline.ag,Over,2.5,2.3,2026-08-05,2026-08-08
Cheyden Leialoha,Robbie Ring,BetOnline.ag,Under,2.5,1.67,2026-08-05,2026-08-08
Josh Fremd,Jhony Gregory,BetOnline.ag,Over,1.5,2.15,2026-08-05,2026-08-08
Josh Fremd,Jhony Gregory,BetOnline.ag,Under,1.5,1.74,2026-08-05,2026-08-08
Joshua Silveira,Aaron Jeffery,BetOnline.ag,Over,2.5,1.33,2026-08-05,2026-08-08
Joshua Silveira,Aaron Jeffery,BetOnline.ag,Under,2.5,3.45,2026-08-05,2026-08-08
Dovletdzhan Yagshimuradov,Simeon Powell,BetOnline.ag,Over,1.5,1.45,2026-08-05,2026-08-08
Dovletdzhan Yagshimuradov,Simeon Powell,BetOnline.ag,Under,1.5,2.86,2026-08-05,2026-08-08
Bryan Battle,Dalton Rosta,BetOnline.ag,Over,1.5,1.53,2026-08-05,2026-08-08
Bryan Battle,Dalton Rosta,BetOnline.ag,Under,1.5,2.65,2026-08-05,2026-08-08
Trukon Carson,Trey Waters,BetOnline.ag,Over,1.5,1.71,2026-08-07,2026-08-07
Trukon Carson,Trey Waters,BetOnline.ag,Under,1.5,2.2,2026-08-07,2026-08-07
Eduardo Neves,Maxwell Djantou Nana,BetOnline.ag,Over,1.5,2.0,2026-08-07,2026-08-07
Eduardo Neves,Maxwell Djantou Nana,BetOnline.ag,Under,1.5,1.83,2026-08-07,2026-08-07
Jonathan Martin,Wilson Lopshire,BetOnline.ag,Over,2.5,2.15,2026-08-07,2026-08-07
Jonathan Martin,Wilson Lopshire,BetOnline.ag,Under,2.5,1.74,2026-08-07,2026-08-07
Valentin Moldavsky,Bruno Cappelozza,BetOnline.ag,Over,1.5,1.66,2026-08-07,2026-08-07
Valentin Moldavsky,Bruno Cappelozza,BetOnline.ag,Under,1.5,2.31,2026-08-07,2026-08-07
Michael Boylan,Landry Ward,BetOnline.ag,Over,1.5,1.62,2026-08-07,2026-08-08
Michael Boylan,Landry Ward,BetOnline.ag,Under,1.5,2.4,2026-08-07,2026-08-08
Cheyanne Bowers,Elora Dana,BetOnline.ag,Over,2.5,1.65,2026-08-07,2026-08-08
Cheyanne Bowers,Elora Dana,BetOnline.ag,Under,2.5,2.35,2026-08-07,2026-08-08
Cheyden Leialoha,Robbie Ring,BetOnline.ag,Over,2.5,2.15,2026-08-07,2026-08-08
Cheyden Leialoha,Robbie Ring,BetOnline.ag,Under,2.5,1.74,2026-08-07,2026-08-08
Josh Fremd,Jhony Gregory,BetOnline.ag,Over,1.5,2.25,2026-08-07,2026-08-08
Josh Fremd,Jhony Gregory,BetOnline.ag,Under,1.5,1.69,2026-08-07,2026-08-08
Joshua Silveira,Aaron Jeffery,BetOnline.ag,Over,2.5,1.34,2026-08-07,2026-08-08
Joshua Silveira,Aaron Jeffery,BetOnline.ag,Under,2.5,3.37,2026-08-07,2026-08-08
Dovletdzhan Yagshimuradov,Simeon Powell,BetOnline.ag,Over,1.5,1.49,2026-08-07,2026-08-08
Dovletdzhan Yagshimuradov,Simeon Powell,BetOnline.ag,Under,1.5,2.77,2026-08-07,2026-08-08
Bryan Battle,Dalton Rosta,BetOnline.ag,Over,1.5,1.51,2026-08-07,2026-08-08
Bryan Battle,Dalton Rosta,BetOnline.ag,Under,1.5,2.7,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,BetOnline.ag,Over,2.5,2.4,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,BetOnline.ag,Under,2.5,1.62,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,1xBet,Over,1.5,1.5,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,1xBet,Under,1.5,2.48,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,Coolbet,Over,2.5,2.6,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,Coolbet,Under,2.5,1.53,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,BetAnything,Over,2.5,2.3,2026-08-07,2026-08-08
Giovanna Canuto,Carol Foro,BetAnything,Under,2.5,1.62,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,BetOnline.ag,Over,2.5,2.1,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,BetOnline.ag,Under,2.5,1.77,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,1xBet,Over,2.5,1.95,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,1xBet,Under,2.5,1.8,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,Pinnacle,Over,2.5,2.0,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,Pinnacle,Under,2.5,1.83,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,Coolbet,Over,2.5,2.2,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,Coolbet,Under,2.5,1.71,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,BetAnything,Over,2.5,2.0,2026-08-07,2026-08-08
Juliana Miller,Ravena Oliveira,BetAnything,Under,2.5,1.77,2026-08-07,2026-08-08
Miles Johns,Gianni Vazquez,BetOnline.ag,Over,2.5,1.59,2026-08-07,2026-08-08
Miles Johns,Gianni Vazquez,BetOnline.ag,Under,2.5,2.3,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,BetOnline.ag,Over,1.5,1.44,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,BetOnline.ag,Under,1.5,2.89,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,1xBet,Over,2.5,1.75,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,1xBet,Under,2.5,2.0,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,Coolbet,Over,1.5,1.44,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,Coolbet,Under,1.5,2.87,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,Pinnacle,Over,1.5,1.4,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,Pinnacle,Under,1.5,3.01,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,BetAnything,Over,2.5,1.83,2026-08-07,2026-08-08
Manoel Sousa,Richie Miranda,BetAnything,Under,2.5,1.91,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Over,1.5,1.8,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,BetOnline.ag,Under,1.5,2.05,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,1xBet,Over,1.5,1.77,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,1xBet,Under,1.5,2.0,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Over,1.5,1.88,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,Pinnacle,Under,1.5,1.94,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,Coolbet,Over,1.5,1.83,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,Coolbet,Under,1.5,2.0,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,BetAnything,Over,1.5,1.8,2026-08-07,2026-08-08
Diyar Nurgozhay,Bruno Lopes,BetAnything,Under,1.5,1.95,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,Pinnacle,Over,1.5,1.69,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,Pinnacle,Under,1.5,2.18,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,1xBet,Over,1.5,1.69,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,1xBet,Under,1.5,2.15,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Over,1.5,1.71,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,BetOnline.ag,Under,1.5,2.2,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,Coolbet,Over,1.5,1.71,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,Coolbet,Under,1.5,2.2,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,BetAnything,Over,1.5,1.71,2026-08-07,2026-08-08
Louie Sutherland,Jose Montanha,BetAnything,Under,1.5,2.1,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,BetOnline.ag,Over,1.5,1.5,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,BetOnline.ag,Under,1.5,2.74,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,1xBet,Over,2.5,1.98,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,1xBet,Under,2.5,1.77,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,Pinnacle,Over,1.5,1.47,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,Pinnacle,Under,1.5,2.74,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,Coolbet,Over,1.5,1.46,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,Coolbet,Under,1.5,2.8,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,BetAnything,Over,2.5,1.83,2026-08-07,2026-08-08
Steven Asplund,Guilherme Pat,BetAnything,Under,2.5,1.91,2026-08-07,2026-08-08
Ty Miller,Billy Goff,BetOnline.ag,Over,1.5,1.56,2026-08-07,2026-08-09
Ty Miller,Billy Goff,BetOnline.ag,Under,1.5,2.57,2026-08-07,2026-08-09
Ty Miller,Billy Goff,1xBet,Over,2.5,1.9,2026-08-07,2026-08-09
Ty Miller,Billy Goff,1xBet,Under,2.5,1.84,2026-08-07,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Over,1.5,1.49,2026-08-07,2026-08-09
Ty Miller,Billy Goff,Pinnacle,Under,1.5,2.66,2026-08-07,2026-08-09
Ty Miller,Billy Goff,Coolbet,Over,1.5,1.56,2026-08-07,2026-08-09
Ty Miller,Billy Goff,Coolbet,Under,1.5,2.52,2026-08-07,2026-08-09
Ty Miller,Billy Goff,PMU (FR),Over,2.5,1.97,2026-08-07,2026-08-09
Ty Miller,Billy Goff,PMU (FR),Under,2.5,1.77,2026-08-07,2026-08-09
Ty Miller,Billy Goff,BetAnything,Over,1.5,1.56,2026-08-07,2026-08-09
Ty Miller,Billy Goff,BetAnything,Under,1.5,2.5,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,BetOnline.ag,Over,2.5,1.45,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,BetOnline.ag,Under,2.5,2.86,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Over,2.5,1.55,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,1xBet,Under,2.5,2.36,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Over,2.5,1.48,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,Pinnacle,Under,2.5,2.69,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,Coolbet,Over,2.5,1.53,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,Coolbet,Under,2.5,2.6,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,PMU (FR),Over,2.5,1.43,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,PMU (FR),Under,2.5,2.65,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,BetAnything,Over,2.5,1.45,2026-08-07,2026-08-09
Amanda Lemos,Alexia Thainara,BetAnything,Under,2.5,2.7,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Over,2.5,2.92,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,BetOnline.ag,Under,2.5,1.43,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Over,1.5,2.0,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,1xBet,Under,1.5,1.77,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Over,2.5,2.79,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,Pinnacle,Under,2.5,1.45,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,Coolbet,Over,2.5,3.0,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,Coolbet,Under,2.5,1.41,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,PMU (FR),Over,1.5,1.91,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,PMU (FR),Under,1.5,1.83,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,BetAnything,Over,1.5,1.87,2026-08-07,2026-08-09
Darren Elkins,Yadier DelValle,BetAnything,Under,1.5,1.87,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Over,2.5,2.45,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetOnline.ag,Under,2.5,1.61,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Over,1.5,1.69,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,1xBet,Under,1.5,2.1,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Over,2.5,2.37,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Pinnacle,Under,2.5,1.6,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Coolbet,Over,2.5,2.38,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,Coolbet,Under,2.5,1.61,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,PMU (FR),Over,1.5,1.66,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,PMU (FR),Under,1.5,2.14,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetAnything,Over,2.5,2.35,2026-08-07,2026-08-09
Carlos Diego Ferreira,Billy Quarantillo,BetAnything,Under,2.5,1.61,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Over,3.5,1.71,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetOnline.ag,Under,3.5,2.2,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Over,3.5,1.8,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,1xBet,Under,3.5,1.95,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Over,3.5,1.72,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Pinnacle,Under,3.5,2.14,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Coolbet,Over,3.5,1.74,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,Coolbet,Under,3.5,2.15,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,PMU (FR),Over,3.5,1.81,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,PMU (FR),Under,3.5,1.93,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetAnything,Over,3.5,1.77,2026-08-07,2026-08-09
Mateusz Gamrot,Quillan Salkilld,BetAnything,Under,3.5,2.0,2026-08-07,2026-08-09
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-08-07,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-08-07,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,4.5,1.67,2026-08-07,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,4.5,2.2,2026-08-07,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-08-07,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-08-07,2026-08-29
Chidi Njokuani,Joel Alvarez,1xBet,Over,1.5,1.5,2026-08-09,2026-08-16
Chidi Njokuani,Joel Alvarez,1xBet,Under,1.5,2.48,2026-08-09,2026-08-16
Donte Johnson,Eric McConico,1xBet,Over,2.5,2.05,2026-08-09,2026-08-16
Donte Johnson,Eric McConico,1xBet,Under,2.5,1.72,2026-08-09,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,1xBet,Over,1.5,1.55,2026-08-09,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,1xBet,Under,1.5,2.36,2026-08-09,2026-08-16
Edson Barboza,Esteban Ribovics,1xBet,Over,1.5,1.6,2026-08-09,2026-08-16
Edson Barboza,Esteban Ribovics,1xBet,Under,1.5,2.25,2026-08-09,2026-08-16
Jeremiah Wells,Myktybek Orolbai,1xBet,Over,2.5,2.05,2026-08-09,2026-08-16
Jeremiah Wells,Myktybek Orolbai,1xBet,Under,2.5,1.72,2026-08-09,2026-08-16
Rafael Tobias,Lucas Fernando,1xBet,Over,1.5,1.63,2026-08-09,2026-08-16
Rafael Tobias,Lucas Fernando,1xBet,Under,1.5,2.2,2026-08-09,2026-08-16
Neil Magny,Ramiz Brahimaj,1xBet,Over,2.5,1.65,2026-08-09,2026-08-16
Neil Magny,Ramiz Brahimaj,1xBet,Under,2.5,2.16,2026-08-09,2026-08-16
Vicente Luque,Tresean Gore,1xBet,Over,2.5,2.08,2026-08-09,2026-08-16
Vicente Luque,Tresean Gore,1xBet,Under,2.5,1.7,2026-08-09,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-08-09,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-08-09,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,4.5,1.67,2026-08-09,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,4.5,2.2,2026-08-09,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-08-09,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-08-09,2026-08-29
Jeremiah Wells,Myktybek Orolbai,BetOnline.ag,Over,1.5,1.65,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,BetOnline.ag,Under,1.5,2.35,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,1xBet,Over,1.5,1.81,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,1xBet,Under,1.5,1.93,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,Pinnacle,Over,1.5,1.65,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,Pinnacle,Under,1.5,2.28,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,Coolbet,Over,1.5,1.72,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,Coolbet,Under,1.5,2.16,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,BetAnything,Over,1.5,1.65,2026-08-15,2026-08-15
Jeremiah Wells,Myktybek Orolbai,BetAnything,Under,1.5,2.25,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,BetOnline.ag,Over,2.5,2.25,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,BetOnline.ag,Under,2.5,1.69,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,1xBet,Over,1.5,1.55,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,1xBet,Under,1.5,2.35,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,Pinnacle,Over,2.5,2.13,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,Pinnacle,Under,2.5,1.74,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,Coolbet,Over,2.5,2.18,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,Coolbet,Under,2.5,1.71,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,BetAnything,Over,2.5,2.15,2026-08-15,2026-08-15
Neil Magny,Ramiz Brahimaj,BetAnything,Under,2.5,1.69,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,BetOnline.ag,Over,2.5,2.25,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,BetOnline.ag,Under,2.5,1.69,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,Pinnacle,Over,2.5,2.15,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,Pinnacle,Under,2.5,1.73,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,1xBet,Over,1.5,1.63,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,1xBet,Under,1.5,2.2,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,Coolbet,Over,2.5,2.35,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,Coolbet,Under,2.5,1.63,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,BetAnything,Over,2.5,2.15,2026-08-15,2026-08-15
Rafael Tobias,Lucas Fernando,BetAnything,Under,2.5,1.69,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,BetOnline.ag,Over,1.5,1.65,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,BetOnline.ag,Under,1.5,2.35,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,1xBet,Over,2.5,2.08,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,1xBet,Under,2.5,1.7,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,Pinnacle,Over,1.5,1.6,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,Pinnacle,Under,1.5,2.4,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,Coolbet,Over,1.5,1.63,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,Coolbet,Under,1.5,2.35,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,BetAnything,Over,1.5,1.65,2026-08-15,2026-08-15
Vicente Luque,Tresean Gore,BetAnything,Under,1.5,2.25,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,BetOnline.ag,Over,1.5,1.65,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,BetOnline.ag,Under,1.5,2.35,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,1xBet,Over,1.5,1.65,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,1xBet,Under,1.5,2.15,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,Pinnacle,Over,1.5,1.67,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,Pinnacle,Under,1.5,2.26,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,Coolbet,Over,1.5,1.63,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,Coolbet,Under,1.5,2.35,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,BetAnything,Over,1.5,1.65,2026-08-15,2026-08-15
Donte Johnson,Eric McConico,BetAnything,Under,1.5,2.25,2026-08-15,2026-08-15
Charles Johnson,Eduardo Henrique,BetOnline.ag,Over,2.5,1.56,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,BetOnline.ag,Under,2.5,2.57,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,1xBet,Over,2.5,1.5,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,1xBet,Under,2.5,2.48,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,Coolbet,Over,2.5,1.54,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,Coolbet,Under,2.5,2.55,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,Pinnacle,Over,2.5,1.53,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,Pinnacle,Under,2.5,2.56,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,BetAnything,Over,2.5,1.56,2026-08-15,2026-08-16
Charles Johnson,Eduardo Henrique,BetAnything,Under,2.5,2.5,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,BetOnline.ag,Over,1.5,1.77,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,BetOnline.ag,Under,1.5,2.1,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,Coolbet,Over,1.5,1.74,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,Coolbet,Under,1.5,2.15,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,BetAnything,Over,1.5,1.77,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,BetAnything,Under,1.5,2.0,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,Pinnacle,Over,1.5,1.74,2026-08-15,2026-08-16
Chidi Njokuani,Joel Alvarez,Pinnacle,Under,1.5,2.13,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,BetOnline.ag,Over,1.5,1.7,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,BetOnline.ag,Under,1.5,2.22,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,1xBet,Over,1.5,1.87,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,1xBet,Under,1.5,1.87,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,Pinnacle,Over,1.5,1.72,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,Pinnacle,Under,1.5,2.16,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,Coolbet,Over,1.5,1.78,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,Coolbet,Under,1.5,2.08,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,BetAnything,Over,1.5,1.7,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,BetAnything,Under,1.5,2.12,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,PMU (FR),Over,1.5,1.74,2026-08-15,2026-08-16
Edson Barboza,Esteban Ribovics,PMU (FR),Under,1.5,2.02,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,BetOnline.ag,Over,1.5,1.71,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,BetOnline.ag,Under,1.5,2.2,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,1xBet,Over,1.5,1.69,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,1xBet,Under,1.5,2.1,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,Pinnacle,Over,1.5,1.71,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,Pinnacle,Under,1.5,2.18,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,Coolbet,Over,1.5,1.65,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,Coolbet,Under,1.5,2.3,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,BetAnything,Over,1.5,1.71,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,BetAnything,Under,1.5,2.1,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,PMU (FR),Over,1.5,1.73,2026-08-15,2026-08-16
Mansur Abdul-Malik,Dustin Stoltzfus,PMU (FR),Under,1.5,2.04,2026-08-15,2026-08-16
Jalin Turner,Kauê Fernandes,BetOnline.ag,Over,1.5,2.05,2026-08-15,2026-08-16
